method,task,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
mmfm_v2,task3,0.1T_to_1.5T,3,0.30184097533775095,0.8286323386928268,0.24859137452310986,0.03130041104042653,0.013016708599492185,0.017779471039695103
mmfm_v2,task3,0.1T_to_3T,3,0.36081116171019545,0.7844286356672495,0.27584298882219527,0.03895865803493796,0.02222563997327973,0.008108545281623133
mmfm_v2,task3,0.1T_to_5T,3,0.4241076473634247,0.7851303587435786,0.27968925055530336,0.06499326010301816,0.03039470282592421,0.01470830355873169
mmfm_v2,task3,0.1T_to_7T,3,0.406252776974853,0.800124357947103,0.2578053429722786,0.02550038524506972,0.014066507477012566,0.0099205582996852
mmfm_v2,task3,1.5T_to_0.1T,3,0.20392011490308315,0.7339777024023254,0.15479205499092738,0.01902462465414395,0.08371245884592193,0.02642493315725287
mmfm_v2,task3,1.5T_to_3T,3,0.2589849290767608,0.5760017624203928,0.17386981579992508,0.01915589371472416,0.18189126856008098,0.006406246762410244
mmfm_v2,task3,1.5T_to_5T,3,0.30016909197949276,0.7013940321531477,0.1765322395496898,0.03153415149747349,0.10570162318929635,0.007717260277170205
mmfm_v2,task3,1.5T_to_7T,3,0.2858920318610672,0.620095440708193,0.15449055880308152,0.07443119229372852,0.18019336830527774,0.008717223830760974
mmfm_v2,task3,3T_to_0.1T,3,0.2543681931881072,0.8099347947600948,0.19398708840211232,0.047703728888490705,0.012604031026047546,0.016103986910919993
mmfm_v2,task3,3T_to_1.5T,3,0.24905422052439785,0.8529012873671601,0.13521225816673701,0.014989121715846855,0.006506313142684983,0.005980954247339454
mmfm_v2,task3,3T_to_5T,3,0.287457281093251,0.8492392249169858,0.14535076353285048,0.030567257132973213,0.010255508532368144,0.009947313857672073
mmfm_v2,task3,3T_to_7T,3,0.30099132191993455,0.8541640017474178,0.1315274144212405,0.0626360377649467,0.016287643356209507,0.004814800488304227
mmfm_v2,task3,5T_to_0.1T,3,0.5080338931258586,0.7932346618351444,0.18824175712135105,0.1039470043760062,0.021883297981227033,0.022893406754614522
mmfm_v2,task3,5T_to_1.5T,3,0.6261969547864482,0.8095893282701585,0.14087742078635426,0.09417981459789507,0.013202290463973467,0.004058328608730899
mmfm_v2,task3,5T_to_3T,3,0.6320884933853065,0.804291073633661,0.1398568455543783,0.10364073652831948,0.021616907122228694,0.007207292919004869
mmfm_v2,task3,5T_to_7T,3,0.4291125922771229,0.8468294339999435,0.1112549103796482,0.19042567990215659,0.027541426949077855,0.010756269537969427
mmfm_v2,task3,7T_to_0.1T,3,0.3073531958884141,0.8199332711607061,0.1755680579278204,0.047025122068042415,0.015062671212299945,0.03276175983379409
mmfm_v2,task3,7T_to_1.5T,3,0.40814856358598983,0.8441973804420541,0.1522778539194001,0.16897807524798966,0.025522844544312993,0.005287190398246756
mmfm_v2,task3,7T_to_3T,3,0.38756176724192004,0.829473765183509,0.16631144583225252,0.13773804658223276,0.021170958665340314,0.013065552462578298
mmfm_v2,task3,7T_to_5T,3,0.33833005981983194,0.8557857359155202,0.16040548665655985,0.02928849632251779,0.011773855515105479,0.014224846770598503
