modality,pair,subject,method,hf_ratio
T2W,7T_to_5T,0007,identite,0.5996869366802793
T2W,7T_to_5T,0007,Vectorise,0.27924896037751246
T2W,7T_to_5T,0007,UNet,0.2720787604816482
T2W,7T_to_5T,0007,INR,0.3292771958706414
T2W,7T_to_5T,0009,identite,0.5905590748690652
T2W,7T_to_5T,0009,Vectorise,0.22446324306646523
T2W,7T_to_5T,0009,UNet,0.23214968276455925
T2W,7T_to_5T,0009,INR,0.2798280536753823
T2FLAIR,0.1T_to_1.5T,0006,identite,0.4611707755970881
T2FLAIR,0.1T_to_1.5T,0006,Vectorise,0.22667008344629133
T2FLAIR,0.1T_to_1.5T,0006,UNet,0.21739445225047013
T2FLAIR,0.1T_to_1.5T,0006,INR,0.8114781909728492
T2FLAIR,0.1T_to_1.5T,0007,identite,0.8004137039023973
T2FLAIR,0.1T_to_1.5T,0007,Vectorise,0.31749945196969614
T2FLAIR,0.1T_to_1.5T,0007,UNet,0.3081519702607107
T2FLAIR,0.1T_to_1.5T,0007,INR,0.9729732318151822
T2FLAIR,0.1T_to_1.5T,0009,identite,0.3318655436069096
T2FLAIR,0.1T_to_1.5T,0009,Vectorise,0.20838228812071016
T2FLAIR,0.1T_to_1.5T,0009,UNet,0.20936423143495544
T2FLAIR,0.1T_to_1.5T,0009,INR,1.0161711417671855
T2FLAIR,0.1T_to_3T,0006,identite,0.41270579172454874
T2FLAIR,0.1T_to_3T,0006,Vectorise,0.21796290686832512
T2FLAIR,0.1T_to_3T,0006,UNet,0.20044310241503682
T2FLAIR,0.1T_to_3T,0006,INR,0.6417691131328429
T2FLAIR,0.1T_to_3T,0007,identite,0.6032223769387661
T2FLAIR,0.1T_to_3T,0007,Vectorise,0.2514690121160464
T2FLAIR,0.1T_to_3T,0007,UNet,0.2336773925869388
T2FLAIR,0.1T_to_3T,0007,INR,0.7320473648803989
T2FLAIR,0.1T_to_3T,0009,identite,0.28579241597538013
T2FLAIR,0.1T_to_3T,0009,Vectorise,0.18356323699276242
T2FLAIR,0.1T_to_3T,0009,UNet,0.18111531126883687
T2FLAIR,0.1T_to_3T,0009,INR,0.8258344026719124
T2FLAIR,0.1T_to_5T,0006,identite,0.35026353904804386
T2FLAIR,0.1T_to_5T,0006,Vectorise,0.1991599518861734
T2FLAIR,0.1T_to_5T,0006,UNet,0.17823772855677622
T2FLAIR,0.1T_to_5T,0006,INR,0.5644194110725387
T2FLAIR,0.1T_to_5T,0007,identite,0.48378956095977704
T2FLAIR,0.1T_to_5T,0007,Vectorise,0.2087591518684567
T2FLAIR,0.1T_to_5T,0007,UNet,0.18928998642655323
T2FLAIR,0.1T_to_5T,0007,INR,0.6078864106667858
T2FLAIR,0.1T_to_5T,0009,identite,0.21469059482641076
T2FLAIR,0.1T_to_5T,0009,Vectorise,0.13945635569238382
T2FLAIR,0.1T_to_5T,0009,UNet,0.13619925799128935
T2FLAIR,0.1T_to_5T,0009,INR,0.622886156653077
T2FLAIR,0.1T_to_7T,0006,identite,0.41876633325445345
T2FLAIR,0.1T_to_7T,0006,Vectorise,0.2307325718297534
T2FLAIR,0.1T_to_7T,0006,UNet,0.20019528245831142
T2FLAIR,0.1T_to_7T,0006,INR,0.8390332576297558
T2FLAIR,0.1T_to_7T,0007,identite,0.6197458099375329
T2FLAIR,0.1T_to_7T,0007,Vectorise,0.2744634413657661
T2FLAIR,0.1T_to_7T,0007,UNet,0.24503609172208238
T2FLAIR,0.1T_to_7T,0007,INR,1.0763320620443726
T2FLAIR,0.1T_to_7T,0009,identite,0.24358365997990292
T2FLAIR,0.1T_to_7T,0009,Vectorise,0.16026592115947863
T2FLAIR,0.1T_to_7T,0009,UNet,0.15517010830130443
T2FLAIR,0.1T_to_7T,0009,INR,0.8873315665314913
T2FLAIR,1.5T_to_0.1T,0006,identite,2.0438016458714965
T2FLAIR,1.5T_to_0.1T,0006,Vectorise,0.6675468417202427
T2FLAIR,1.5T_to_0.1T,0006,UNet,0.7089253880098407
T2FLAIR,1.5T_to_0.1T,0006,INR,1.3742738098217966
T2FLAIR,1.5T_to_0.1T,0007,identite,1.2557775749002795
T2FLAIR,1.5T_to_0.1T,0007,Vectorise,0.38846944249705956
T2FLAIR,1.5T_to_0.1T,0007,UNet,0.4133152132140392
T2FLAIR,1.5T_to_0.1T,0007,INR,1.3214571208539376
T2FLAIR,1.5T_to_0.1T,0009,identite,3.018444902953047
T2FLAIR,1.5T_to_0.1T,0009,Vectorise,0.9520115988873572
T2FLAIR,1.5T_to_0.1T,0009,UNet,1.0154202203135525
T2FLAIR,1.5T_to_0.1T,0009,INR,3.015064935516948
T2FLAIR,1.5T_to_3T,0006,identite,0.8423994341168285
T2FLAIR,1.5T_to_3T,0006,Vectorise,0.32193838443636924
T2FLAIR,1.5T_to_3T,0006,UNet,0.30648201701098804
T2FLAIR,1.5T_to_3T,0006,INR,0.543865738788822
T2FLAIR,1.5T_to_3T,0007,identite,0.7571436002381281
T2FLAIR,1.5T_to_3T,0007,Vectorise,0.27367149202995217
T2FLAIR,1.5T_to_3T,0007,UNet,0.26132947345342933
T2FLAIR,1.5T_to_3T,0007,INR,0.6923474944766947
T2FLAIR,1.5T_to_3T,0009,identite,0.8619072298698616
T2FLAIR,1.5T_to_3T,0009,Vectorise,0.3194145549212206
T2FLAIR,1.5T_to_3T,0009,UNet,0.30237528583142453
T2FLAIR,1.5T_to_3T,0009,INR,0.7601829411311489
T2FLAIR,1.5T_to_5T,0006,identite,0.7607918582488892
T2FLAIR,1.5T_to_5T,0006,Vectorise,0.31185245627685776
T2FLAIR,1.5T_to_5T,0006,UNet,0.2765910139010262
T2FLAIR,1.5T_to_5T,0006,INR,0.4826204754320562
T2FLAIR,1.5T_to_5T,0007,identite,0.6082118905280003
T2FLAIR,1.5T_to_5T,0007,Vectorise,0.23448920561348843
T2FLAIR,1.5T_to_5T,0007,UNet,0.2088426635853628
T2FLAIR,1.5T_to_5T,0007,INR,0.5608997405341382
T2FLAIR,1.5T_to_5T,0009,identite,0.6479369574976644
T2FLAIR,1.5T_to_5T,0009,Vectorise,0.2561646252249015
T2FLAIR,1.5T_to_5T,0009,UNet,0.22724836387585212
T2FLAIR,1.5T_to_5T,0009,INR,0.5737977965768806
T2FLAIR,1.5T_to_7T,0006,identite,0.9180878836831295
T2FLAIR,1.5T_to_7T,0006,Vectorise,0.3978159862819031
T2FLAIR,1.5T_to_7T,0006,UNet,0.3383098966609263
T2FLAIR,1.5T_to_7T,0006,INR,0.5910877578937578
T2FLAIR,1.5T_to_7T,0007,identite,0.7778555033269419
T2FLAIR,1.5T_to_7T,0007,Vectorise,0.31653686122838287
T2FLAIR,1.5T_to_7T,0007,UNet,0.27029933841742587
T2FLAIR,1.5T_to_7T,0007,INR,0.7311612539773149
T2FLAIR,1.5T_to_7T,0009,identite,0.7327723201132019
T2FLAIR,1.5T_to_7T,0009,Vectorise,0.29513483853024336
T2FLAIR,1.5T_to_7T,0009,UNet,0.2620607645699217
T2FLAIR,1.5T_to_7T,0009,INR,0.6601721157114491
T2FLAIR,3T_to_0.1T,0006,identite,2.4266209027214862
T2FLAIR,3T_to_0.1T,0006,Vectorise,1.0049293168203015
T2FLAIR,3T_to_0.1T,0006,UNet,1.1434870449460905
T2FLAIR,3T_to_0.1T,0006,INR,1.5772561853977876
T2FLAIR,3T_to_0.1T,0007,identite,1.6505866037737595
T2FLAIR,3T_to_0.1T,0007,Vectorise,0.6780343789899188
T2FLAIR,3T_to_0.1T,0007,UNet,0.8075751992025012
T2FLAIR,3T_to_0.1T,0007,INR,1.4858238710473044
T2FLAIR,3T_to_0.1T,0009,identite,3.4996418043407878
T2FLAIR,3T_to_0.1T,0009,Vectorise,1.6400864875113117
T2FLAIR,3T_to_0.1T,0009,UNet,1.8533988611132985
T2FLAIR,3T_to_0.1T,0009,INR,3.350151122566491
T2FLAIR,3T_to_1.5T,0006,identite,1.1836647965840308
T2FLAIR,3T_to_1.5T,0006,Vectorise,0.5329602710079507
T2FLAIR,3T_to_1.5T,0006,UNet,0.562862351910005
T2FLAIR,3T_to_1.5T,0006,INR,0.7917265030294951
T2FLAIR,3T_to_1.5T,0007,identite,1.3231013417441064
T2FLAIR,3T_to_1.5T,0007,Vectorise,0.6110857707756753
T2FLAIR,3T_to_1.5T,0007,UNet,0.6596384433566939
T2FLAIR,3T_to_1.5T,0007,INR,1.2581114870950045
T2FLAIR,3T_to_1.5T,0009,identite,1.1609615784196663
T2FLAIR,3T_to_1.5T,0009,Vectorise,0.5788122860413363
T2FLAIR,3T_to_1.5T,0009,UNet,0.6122662998580134
T2FLAIR,3T_to_1.5T,0009,INR,1.162282315879395
T2FLAIR,3T_to_5T,0006,identite,0.9020159637110303
T2FLAIR,3T_to_5T,0006,Vectorise,0.4608187037093031
T2FLAIR,3T_to_5T,0006,UNet,0.4408912778966256
T2FLAIR,3T_to_5T,0006,INR,0.5552839282484233
T2FLAIR,3T_to_5T,0007,identite,0.8030265475582252
T2FLAIR,3T_to_5T,0007,Vectorise,0.43513622928750356
T2FLAIR,3T_to_5T,0007,UNet,0.41031333269052106
T2FLAIR,3T_to_5T,0007,INR,0.5995823875090793
T2FLAIR,3T_to_5T,0009,identite,0.7527472248728981
T2FLAIR,3T_to_5T,0009,Vectorise,0.4314751538620618
T2FLAIR,3T_to_5T,0009,UNet,0.409321258252541
T2FLAIR,3T_to_5T,0009,INR,0.6592700284763695
T2FLAIR,3T_to_7T,0006,identite,1.0869874612859256
T2FLAIR,3T_to_7T,0006,Vectorise,0.5820172713761794
T2FLAIR,3T_to_7T,0006,UNet,0.533654041170818
T2FLAIR,3T_to_7T,0006,INR,0.5744748370642645
T2FLAIR,3T_to_7T,0007,identite,1.027407259032166
T2FLAIR,3T_to_7T,0007,Vectorise,0.5878916565341815
T2FLAIR,3T_to_7T,0007,UNet,0.5283632984627518
T2FLAIR,3T_to_7T,0007,INR,0.6633848608863275
T2FLAIR,3T_to_7T,0009,identite,0.851067162596166
T2FLAIR,3T_to_7T,0009,Vectorise,0.5187271199665104
T2FLAIR,3T_to_7T,0009,UNet,0.46592449701978017
T2FLAIR,3T_to_7T,0009,INR,0.6726861472782452
T2FLAIR,5T_to_0.1T,0006,identite,2.6902627319086383
T2FLAIR,5T_to_0.1T,0006,Vectorise,0.7257821856985441
T2FLAIR,5T_to_0.1T,0006,UNet,0.9021187956620643
T2FLAIR,5T_to_0.1T,0006,INR,1.6650666098773428
T2FLAIR,5T_to_0.1T,0007,identite,2.0580062832124435
T2FLAIR,5T_to_0.1T,0007,Vectorise,0.5049548075318779
T2FLAIR,5T_to_0.1T,0007,UNet,0.678689415451137
T2FLAIR,5T_to_0.1T,0007,INR,1.555588038765483
T2FLAIR,5T_to_0.1T,0009,identite,4.6475224211327495
T2FLAIR,5T_to_0.1T,0009,Vectorise,1.174983667100214
T2FLAIR,5T_to_0.1T,0009,UNet,1.4469536139335886
T2FLAIR,5T_to_0.1T,0009,INR,3.812018523129347
T2FLAIR,5T_to_1.5T,0006,identite,1.3128948510927991
T2FLAIR,5T_to_1.5T,0006,Vectorise,0.3858810630807512
T2FLAIR,5T_to_1.5T,0006,UNet,0.4428599950359519
T2FLAIR,5T_to_1.5T,0006,INR,0.6903865018691439
T2FLAIR,5T_to_1.5T,0007,identite,1.649357637310514
T2FLAIR,5T_to_1.5T,0007,Vectorise,0.4555031427773858
T2FLAIR,5T_to_1.5T,0007,UNet,0.5469362248299193
T2FLAIR,5T_to_1.5T,0007,INR,1.1120182426219307
T2FLAIR,5T_to_1.5T,0009,identite,1.5428951632158199
T2FLAIR,5T_to_1.5T,0009,Vectorise,0.4144528583173525
T2FLAIR,5T_to_1.5T,0009,UNet,0.4848725768429444
T2FLAIR,5T_to_1.5T,0009,INR,1.0476171492854924
T2FLAIR,5T_to_3T,0006,identite,1.1086732799174261
T2FLAIR,5T_to_3T,0006,Vectorise,0.3573656582552385
T2FLAIR,5T_to_3T,0006,UNet,0.3773080635218386
T2FLAIR,5T_to_3T,0006,INR,0.5725203278438824
T2FLAIR,5T_to_3T,0007,identite,1.2456711121023731
T2FLAIR,5T_to_3T,0007,Vectorise,0.3876448031542306
T2FLAIR,5T_to_3T,0007,UNet,0.4183200799677035
T2FLAIR,5T_to_3T,0007,INR,0.8425089702354384
T2FLAIR,5T_to_3T,0009,identite,1.3285322597178078
T2FLAIR,5T_to_3T,0009,Vectorise,0.391533434446313
T2FLAIR,5T_to_3T,0009,UNet,0.4192914294126524
T2FLAIR,5T_to_3T,0009,INR,0.8820719520114545
T2FLAIR,5T_to_7T,0006,identite,1.2059859273710474
T2FLAIR,5T_to_7T,0006,Vectorise,0.4483176304885717
T2FLAIR,5T_to_7T,0006,UNet,0.42827929921593333
T2FLAIR,5T_to_7T,0006,INR,0.6369955488258815
T2FLAIR,5T_to_7T,0007,identite,1.2797721016022419
T2FLAIR,5T_to_7T,0007,Vectorise,0.4721685475820433
T2FLAIR,5T_to_7T,0007,UNet,0.445946316667659
T2FLAIR,5T_to_7T,0007,INR,0.6563023485034374
T2FLAIR,5T_to_7T,0009,identite,1.129013546377376
T2FLAIR,5T_to_7T,0009,Vectorise,0.3939810223295265
T2FLAIR,5T_to_7T,0009,UNet,0.3705574541270441
T2FLAIR,5T_to_7T,0009,INR,0.6895305641184737
T2FLAIR,7T_to_0.1T,0006,identite,2.198342684693202
T2FLAIR,7T_to_0.1T,0006,Vectorise,0.6838658018043579
T2FLAIR,7T_to_0.1T,0006,UNet,0.8919754712285202
T2FLAIR,7T_to_0.1T,0006,INR,2.1220744274476178
T2FLAIR,7T_to_0.1T,0007,identite,1.5890483326427272
T2FLAIR,7T_to_0.1T,0007,Vectorise,0.4743636087585031
T2FLAIR,7T_to_0.1T,0007,UNet,0.6359872960618259
T2FLAIR,7T_to_0.1T,0007,INR,1.8763118082753643
T2FLAIR,7T_to_0.1T,0009,identite,4.103638269251518
T2FLAIR,7T_to_0.1T,0009,Vectorise,1.1563411322735626
T2FLAIR,7T_to_0.1T,0009,UNet,1.363711089101919
T2FLAIR,7T_to_0.1T,0009,INR,4.50665806023937
T2FLAIR,7T_to_1.5T,0006,identite,1.0895635957397125
T2FLAIR,7T_to_1.5T,0006,Vectorise,0.36399006894808794
T2FLAIR,7T_to_1.5T,0006,UNet,0.44227840503994564
T2FLAIR,7T_to_1.5T,0006,INR,0.8347233090616079
T2FLAIR,7T_to_1.5T,0007,identite,1.2856981059308334
T2FLAIR,7T_to_1.5T,0007,Vectorise,0.42323400295085917
T2FLAIR,7T_to_1.5T,0007,UNet,0.5272103553225806
T2FLAIR,7T_to_1.5T,0007,INR,1.231947486016486
T2FLAIR,7T_to_1.5T,0009,identite,1.368682422307527
T2FLAIR,7T_to_1.5T,0009,Vectorise,0.3901009928380968
T2FLAIR,7T_to_1.5T,0009,UNet,0.46722744438599506
T2FLAIR,7T_to_1.5T,0009,INR,1.2089449140608068
T2FLAIR,7T_to_3T,0006,identite,0.9077599523330453
T2FLAIR,7T_to_3T,0006,Vectorise,0.33410717376791205
T2FLAIR,7T_to_3T,0006,UNet,0.37661840634828464
T2FLAIR,7T_to_3T,0006,INR,0.6361967206752941
T2FLAIR,7T_to_3T,0007,identite,0.9733634298212769
T2FLAIR,7T_to_3T,0007,Vectorise,0.3547252905209661
T2FLAIR,7T_to_3T,0007,UNet,0.40730419650866084
T2FLAIR,7T_to_3T,0007,INR,0.8628512839097816
T2FLAIR,7T_to_3T,0009,identite,1.174303131654381
T2FLAIR,7T_to_3T,0009,Vectorise,0.3511327316054647
T2FLAIR,7T_to_3T,0009,UNet,0.4067411956256345
T2FLAIR,7T_to_3T,0009,INR,0.9406399675370609
T2FLAIR,7T_to_5T,0006,identite,0.8259367918888613
T2FLAIR,7T_to_5T,0006,Vectorise,0.32602134219453444
T2FLAIR,7T_to_5T,0006,UNet,0.34164730709748675
T2FLAIR,7T_to_5T,0006,INR,0.6001922843515008
T2FLAIR,7T_to_5T,0007,identite,0.7805066679466247
T2FLAIR,7T_to_5T,0007,Vectorise,0.3121524159344311
T2FLAIR,7T_to_5T,0007,UNet,0.3320148500680421
T2FLAIR,7T_to_5T,0007,INR,0.7398849855429859
T2FLAIR,7T_to_5T,0009,identite,0.8865437152934288
T2FLAIR,7T_to_5T,0009,Vectorise,0.28565153610632577
T2FLAIR,7T_to_5T,0009,UNet,0.3090188537791311
T2FLAIR,7T_to_5T,0009,INR,0.7308437426251542
