method,task,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
mmfm_v2,task3,0.1T_to_1.5T,3,0.2405037823089884,0.9184033324730333,0.10939964613601788,0.04875456974901253,0.001988871906572941,0.0084119024890932
mmfm_v2,task3,0.1T_to_3T,3,0.22945193916850648,0.893646696782287,0.1329715542984292,0.03326196107884672,0.01130574918613642,0.007967897606691764
mmfm_v2,task3,0.1T_to_5T,3,0.4424665033383965,0.9181332274175813,0.14044870745791432,0.07970491796350827,0.008597510072353052,0.01215953659658291
mmfm_v2,task3,0.1T_to_7T,3,0.6980090891953249,0.8900137499687918,0.13230368795237923,0.4451663768360738,0.006087509414946306,0.00457752174778649
mmfm_v2,task3,1.5T_to_0.1T,3,0.22833026702680068,0.9120076494284662,0.08714846773452252,0.05766617341151105,0.007008584423153803,0.0031568207435909977
mmfm_v2,task3,1.5T_to_3T,3,0.23087202758555603,0.8918869721374835,0.10058525938553427,0.09147914636084728,0.0017899008863510707,0.0043121075717502694
mmfm_v2,task3,1.5T_to_5T,3,0.6517093695065156,0.9020250356564256,0.10485157505688521,0.07899612222575293,0.009097460164365802,0.009727058505020461
mmfm_v2,task3,1.5T_to_7T,3,0.9569002894024328,0.8713885403190623,0.11660629870360206,0.6614900363706908,0.02120136086810917,0.012375102660857498
mmfm_v2,task3,3T_to_0.1T,3,0.19594892323541546,0.9199342900855187,0.08147311194283885,0.04099307965852579,0.008296593795435537,0.008271506123105054
mmfm_v2,task3,3T_to_1.5T,3,0.20062121071630165,0.9294777398490653,0.06395836378819057,0.0720619873110389,0.00921260956524358,0.010656705792685323
mmfm_v2,task3,3T_to_5T,3,0.4898766156911809,0.9213089938579014,0.08571358709151082,0.09250476695450921,0.006461842665321154,0.007930777244728437
mmfm_v2,task3,3T_to_7T,3,0.8448909788129365,0.8874528714771871,0.09559274015037957,0.6758715564715432,0.02517003561913356,0.013107802781146406
mmfm_v2,task3,5T_to_0.1T,3,0.30264826689587593,0.9073290566449225,0.09582836946942262,0.04016812924447658,0.00936191975537081,0.013924540358720584
mmfm_v2,task3,5T_to_1.5T,3,0.4250169760688243,0.8981585432779772,0.07236708927806185,0.024906861593835157,0.011942639123070477,0.007595846358630526
mmfm_v2,task3,5T_to_3T,3,0.3708682635635369,0.8894635519010429,0.06934088075774682,0.06391584194331386,0.009035318469291767,0.0059136672875800735
mmfm_v2,task3,5T_to_7T,3,0.5170753394572515,0.9064094098186665,0.0707897148102855,0.19969136611794738,0.002499356219583467,0.003756008380234234
mmfm_v2,task3,7T_to_0.1T,3,0.3567649113003317,0.8861811039745602,0.10085649960104597,0.11641750427780802,0.009051562449197895,0.0044890699540333775
mmfm_v2,task3,7T_to_1.5T,3,0.4564444874871854,0.8775647697302128,0.10433009929522387,0.14309924320597844,0.028168881960078433,0.01051805273919787
mmfm_v2,task3,7T_to_3T,3,0.42701006537062197,0.8668387722405863,0.10310210184759117,0.1666863879926536,0.030664149898980482,0.001969576310821001
mmfm_v2,task3,7T_to_5T,3,0.44035510046517384,0.9061829579462685,0.09913692769780395,0.026170070516486222,0.006042221848729042,0.010345109722037246
