modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T1W,0.1T_to_7T,7T,0006,ns20,716032.9080269306,662921.5273474985,714032.7582231096,0.38205,0.4175,0.37476,0.37475,0.9258,1.1096
T1W,0.1T_to_7T,7T,0007,ns20,753796.6711422567,574578.323864118,497434.91620167723,0.45299,0.49041,0.34575,0.34573,0.7622,1.0448
T1W,0.1T_to_7T,7T,0009,ns20,549244.8596468036,227178.88367011983,105526.6012830897,1.37811,1.4755,0.33099,0.33097,0.4136,1.0439
T1W,7T_to_0.1T,0.1T,0006,ns20,3383034.725728194,3538076.4815311455,4064236.846109953,0.30218,0.34382,0.29927,0.2972,1.0458,1.2313
T1W,7T_to_0.1T,0.1T,0007,ns20,2660357.228379143,3188522.829367315,4172328.7992550493,0.33046,0.32556,0.28995,0.28666,1.1985,1.0132
T1W,7T_to_0.1T,0.1T,0009,ns20,608644.6244299486,1317454.3008001414,3038726.1154443105,0.57722,0.78055,0.24807,0.24711,2.1646,0.5109
T1W,1.5T_to_7T,7T,0006,ns20,835215.7161737579,722951.1649476733,714032.7582231096,0.38044,0.47792,0.35157,0.35152,0.8656,1.1649
T1W,1.5T_to_7T,7T,0007,ns20,918826.349391604,631806.5958826611,497434.91620167723,0.55396,0.73535,0.35585,0.35582,0.6876,1.1611
T1W,1.5T_to_7T,7T,0009,ns20,800481.4375645339,270618.83619136555,105526.6012830897,1.85921,2.54477,0.36474,0.36474,0.3381,1.2525
T1W,7T_to_1.5T,1.5T,0006,ns20,1484503.3426566422,1763338.2229366791,2278349.510741159,0.32196,0.28619,0.28403,0.28202,1.1878,1.2313
T1W,7T_to_1.5T,1.5T,0007,ns20,1182875.0479021259,1628684.4149082669,2481928.582217498,0.40517,0.3994,0.31059,0.30716,1.3769,1.0132
T1W,7T_to_1.5T,1.5T,0009,ns20,263108.16244831105,755458.2065657007,2347655.3011132665,0.68446,0.83692,0.27576,0.2741,2.8713,0.5109
T2W,0.1T_to_7T,7T,0006,ns20,1549189.7164038387,1297045.0473203408,1244475.9123391546,0.40046,0.42274,0.35692,0.35677,0.8372,1.0403
T2W,0.1T_to_7T,7T,0007,ns20,1039916.9191006235,803819.9655354734,706741.0565468612,0.44351,0.35908,0.34765,0.34764,0.773,0.8471
T2W,0.1T_to_7T,7T,0009,ns20,933847.443557507,867896.3594294774,870119.0455511197,0.27991,0.28683,0.27018,0.27012,0.9294,0.8364
T2W,7T_to_0.1T,0.1T,0006,ns20,2019523.104738547,2403494.187982529,3046546.1901859995,0.29162,0.25313,0.24714,0.24537,1.1901,1.2574
T2W,7T_to_0.1T,0.1T,0007,ns20,1351820.1744821602,1600428.7903209778,2031185.3539286666,0.29946,0.35812,0.25916,0.25758,1.1839,0.881
T2W,7T_to_0.1T,0.1T,0009,ns20,1526859.8403063428,1617150.0109955866,1781409.011151804,0.20377,0.21269,0.19628,0.19554,1.0591,0.9706
T2W,1.5T_to_7T,7T,0006,ns20,597325.0498367114,806848.0911626193,1244475.9123391546,0.42813,0.44604,0.35247,0.3522,1.3508,0.9562
T2W,1.5T_to_7T,7T,0007,ns20,726921.6273830236,675550.3244339942,706741.0565468612,0.34179,0.33462,0.33419,0.33398,0.9293,0.9459
T2W,1.5T_to_7T,7T,0009,ns20,555706.2709880478,666461.561750592,870119.0455511197,0.32676,0.39078,0.28531,0.28524,1.1993,0.8652
T2W,7T_to_1.5T,1.5T,0006,ns20,1656889.1396912367,1241532.7095451618,1053998.0622526873,0.46492,0.72329,0.34258,0.34202,0.7493,1.2574
T2W,7T_to_1.5T,1.5T,0007,ns20,1062574.2279863008,1102928.563926776,1262138.848272205,0.30687,0.33721,0.30489,0.30389,1.038,0.881
T2W,7T_to_1.5T,1.5T,0009,ns20,1242086.8020341427,1044610.4687034381,941559.8851580386,0.31668,0.29851,0.25873,0.25854,0.841,0.9706
T2FLAIR,0.1T_to_7T,7T,0006,ns20,591471.4561973568,624731.4216397566,717328.423282181,0.28761,0.37772,0.28304,0.28275,1.0562,0.7808
T2FLAIR,0.1T_to_7T,7T,0007,ns20,691116.6286360652,483062.7268990923,382671.7109971353,0.53042,0.3966,0.34304,0.34123,0.699,0.8471
T2FLAIR,0.1T_to_7T,7T,0009,ns20,957680.6720421487,623606.0636409017,421776.31009726715,0.55995,0.58566,0.19298,0.19289,0.6512,1.0181
T2FLAIR,7T_to_0.1T,0.1T,0006,ns20,2658745.998421042,2381668.3074025707,2259008.3832891113,0.26145,0.24674,0.23574,0.23523,0.8958,0.9629
T2FLAIR,7T_to_0.1T,0.1T,0007,ns20,1528199.5955593062,1928357.0144915313,2660831.9270433867,0.3534,0.53494,0.29243,0.29218,1.2618,0.6708
T2FLAIR,7T_to_0.1T,0.1T,0009,ns20,1606021.786046703,2364912.429063808,3579186.2731723343,0.35669,0.55115,0.16444,0.16433,1.4725,0.6872
T2FLAIR,1.5T_to_7T,7T,0006,ns20,1103535.1800094172,865566.9268546243,717328.423282181,0.35368,0.40463,0.23141,0.2313,0.7844,1.052
T2FLAIR,1.5T_to_7T,7T,0007,ns20,713967.2196007257,511361.44601325464,382671.7109971353,0.4395,0.24033,0.20715,0.20712,0.7162,0.8054
T2FLAIR,1.5T_to_7T,7T,0009,ns20,1128290.4621899377,679362.606399249,421776.31009726715,0.67354,0.79998,0.17367,0.17358,0.6021,1.0796
T2FLAIR,7T_to_1.5T,1.5T,0006,ns20,2332679.7668316597,2878966.7826099824,3704485.241900683,0.27455,0.29525,0.20209,0.20189,1.2342,0.9629
T2FLAIR,7T_to_1.5T,1.5T,0007,ns20,1335621.5450585235,1765764.4157754544,2403060.007326249,0.2936,0.5141,0.16899,0.16886,1.3221,0.6708
T2FLAIR,7T_to_1.5T,1.5T,0009,ns20,1404469.3582569894,2226303.880255948,3614964.803524517,0.39598,0.58054,0.15417,0.15414,1.5852,0.6872
