modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2FLAIR,1.5T_to_7T,7T,0009,batch8,1043236.8569292941,652805.3472582119,421776.31009726715,0.61476,0.73545,0.17747,0.17733,0.6257,1.0796
T2FLAIR,3T_to_0.1T,0.1T,0006,batch8,5136254.934343376,3362500.2684377013,2259008.3832891113,0.54471,0.9891,0.15984,0.15981,0.6547,1.302
T2FLAIR,3T_to_0.1T,0.1T,0007,batch8,5762674.891318833,3810108.64974988,2660831.9270433867,0.54945,1.0469,0.23077,0.23077,0.6612,1.3551
T2FLAIR,3T_to_0.1T,0.1T,0009,batch8,4529371.999511361,3998143.241874907,3579186.2731723343,0.17711,0.45799,0.11815,0.11815,0.8827,1.2761
T2FLAIR,3T_to_1.5T,1.5T,0006,batch8,4450937.558297223,4035256.6227904307,3704485.241900683,0.1514,0.44752,0.11154,0.11151,0.9066,1.302
T2FLAIR,3T_to_1.5T,1.5T,0007,batch8,5026608.39560722,3455755.4049115744,2403060.007326249,0.46435,0.97134,0.1065,0.10648,0.6875,1.3551
T2FLAIR,3T_to_1.5T,1.5T,0009,batch8,3927025.481381795,3748553.773884478,3614964.803524517,0.11143,0.34994,0.10086,0.10083,0.9546,1.2761
T2FLAIR,3T_to_5T,5T,0006,batch8,3237378.5471706646,2707579.608986253,2299005.2186109903,0.22963,0.56599,0.12254,0.12254,0.8363,1.302
T2FLAIR,3T_to_5T,5T,0007,batch8,3631410.537005646,3510079.4477640125,3437860.7689578496,0.11952,0.41534,0.11448,0.11446,0.9666,1.3551
T2FLAIR,3T_to_5T,5T,0009,batch8,2847510.230331993,2813907.6106037446,2814392.0717861857,0.11005,0.30953,0.10941,0.10938,0.9882,1.2761
T2FLAIR,3T_to_7T,7T,0006,batch8,1422619.178601593,987479.8078022344,717328.423282181,0.47959,0.88162,0.21085,0.21083,0.6941,1.302
T2FLAIR,3T_to_7T,7T,0007,batch8,1645790.1807244434,776065.1537478443,382671.7109971353,1.11568,1.84413,0.20904,0.20903,0.4715,1.3551
