volume,nrmse_fit,nrmse_loo,nrmse_z0,gate3_pass,ratio_z0_fit
0,0.25344045745738736,0.35328392728630154,0.48129499457515373,True,1.8990456354273157
1,0.23519474059569,0.3047280124941795,0.4624059525862011,True,1.9660556669551428
2,0.22457861971109389,0.28813907137470096,0.4172039827908905,True,1.857719062160044
3,0.23970966515210887,0.30051457370786266,0.43804539318832697,True,1.8273997959588457
4,0.24103999812095483,0.32147110224464703,0.4609434924541821,True,1.9123112182521624
5,0.23708626385913023,0.3091840071654179,0.44686546173972563,True,1.884822235020921
6,0.23973715271593585,0.30971763707693234,0.44994060615481096,True,1.8768080001681877
7,0.2390245614938112,0.2932519698478117,0.4545794873595211,True,1.901810778434546
