modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2W,1.5T_to_0.1T,0.1T,0007,srclevel,2362406.656232998,2150598.8633491546,2031185.3539286666,0.21328,0.19394,0.1901,0.18971,0.9103,0.9459
T2W,1.5T_to_0.1T,0.1T,0009,srclevel,1674040.229548345,1693965.3210814968,1781409.011151804,0.19468,0.24084,0.19434,0.19427,1.0119,0.8652
T2W,1.5T_to_3T,3T,0006,srclevel,912666.5117048026,925645.8547308274,1047448.655702306,0.32233,0.32657,0.32205,0.31383,1.0142,0.9562
T2W,1.5T_to_3T,3T,0007,srclevel,1103098.9453402392,1108460.9250657733,1205000.389970746,0.27507,0.28075,0.27504,0.27489,1.0049,0.9459
T2W,1.5T_to_3T,3T,0009,srclevel,861862.6476674549,911253.1307759355,1037442.3052186009,0.27208,0.31933,0.26702,0.25677,1.0573,0.8652
T2W,1.5T_to_5T,5T,0006,srclevel,636099.80565435,836232.1275796567,1191192.352619564,0.36052,0.38171,0.2777,0.27664,1.3146,0.9562
T2W,1.5T_to_5T,5T,0007,srclevel,791978.9448997526,887406.9202065448,1077761.0679211018,0.29678,0.31591,0.27822,0.2778,1.1205,0.9459
T2W,1.5T_to_5T,5T,0009,srclevel,590095.8765050778,641152.7711836887,752323.4874621978,0.28267,0.33536,0.27209,0.2704,1.0865,0.8652
T2W,1.5T_to_7T,7T,0006,srclevel,505961.9184322266,755390.0356340031,1244475.9123391546,0.43884,0.45924,0.30622,0.30494,1.493,0.9562
T2W,1.5T_to_7T,7T,0007,srclevel,591176.8269461337,620172.7265111338,706741.0565468612,0.28542,0.29723,0.28187,0.28071,1.049,0.9459
T2W,1.5T_to_7T,7T,0009,srclevel,536363.6491263126,657115.0531199018,870119.0455511197,0.32561,0.39326,0.27346,0.26854,1.2251,0.8652
T2W,3T_to_0.1T,0.1T,0006,srclevel,2284604.8369541676,2578864.5983251724,3046546.1901859995,0.23859,0.26909,0.21091,0.21006,1.1288,0.9358
T2W,3T_to_0.1T,0.1T,0007,srclevel,2323492.960841756,2122702.505482119,2031185.3539286666,0.23194,0.21337,0.21273,0.21196,0.9136,0.929
T2W,3T_to_0.1T,0.1T,0009,srclevel,2002373.0431327727,1849934.2693459026,1781409.011151804,0.21704,0.20157,0.20147,0.20078,0.9239,0.9298
T2W,3T_to_1.5T,1.5T,0006,srclevel,1041487.0881237718,1007033.1251560248,1053998.0622526873,0.27793,0.27771,0.27598,0.27521,0.9669,0.9358
T2W,3T_to_1.5T,1.5T,0007,srclevel,1194291.4080566026,1188955.0568130352,1262138.848272205,0.24942,0.25764,0.24939,0.24869,0.9955,0.929
T2W,3T_to_1.5T,1.5T,0009,srclevel,1006641.9108333897,947305.7863641412,941559.8851580386,0.23857,0.23095,0.23066,0.23014,0.9411,0.9298
T2W,3T_to_5T,5T,0006,srclevel,693411.4329151303,870768.7975570583,1191192.352619564,0.34656,0.37631,0.28639,0.28491,1.2558,0.9358
T2W,3T_to_5T,5T,0007,srclevel,800179.5753735479,895050.3861001801,1077761.0679211018,0.28549,0.31263,0.26658,0.26563,1.1186,0.929
