arm,modality,field,subject,nrmse_norm,ssim_norm,psnr_norm,nrmse_norm_fg,fg_fraction,fg_std,nrmse_slab,ssim_slab,nrmse_full,ssim_full,seconds
lpips_hi125,T1W,0.1T,0006,0.02151921377258764,0.9854250521046464,40.04246130037542,0.10345458841107218,0.1796873788984995,0.3953293561935425,0.03316465248573596,0.9764910491701462,0.036411138098690725,0.9836103912933638,70.20759654045105
lpips_hi125,T1W,1.5T,0006,0.04611957659102917,0.9606235635053011,33.30023592822651,0.17755366758922014,0.17870972648499503,0.4155225157737732,0.06467682213493073,0.932955366833934,0.06763531826618681,0.9638906376692936,50.90636229515076
lpips_hi125,T1W,3T,0006,0.053586484011106765,0.9522274200051137,31.975070041583162,0.1996813090999936,0.17865220327225942,0.4453560709953308,0.07235815430357158,0.9063734896590552,0.07762338384616765,0.9421901627522956,50.636117696762085
lpips_hi125,T1W,5T,0006,0.054411123608194174,0.9363147944697457,32.072036441794516,0.39774985535605695,0.17670210580977183,0.2622104287147522,0.10927039697570012,0.9218324445662326,0.1244631347363868,0.9566429662278709,50.54647755622864
lpips_hi125,T1W,7T,0006,0.059512676097205425,0.9537362849235319,31.094402258796986,0.23656185417991013,0.17656368679470485,0.5512450933456421,0.10769500568440725,0.9318628557883576,0.10988637071445521,0.9662350529742089,50.74292278289795
lpips_hi125,T2W,0.1T,0006,0.028168149651280783,0.9713240547160819,37.78877518150733,0.15780205924273077,0.1867953103686136,0.2994370758533478,0.044453006240901136,0.9413155450946397,0.04683406909174236,0.9701060887411445,50.97262620925903
lpips_hi125,T2W,1.5T,0006,0.041751084147625794,0.9740698443013164,34.32144923741981,0.2284956082976057,0.17866552443731398,0.28307634592056274,0.11158124061705368,0.9341602550265566,0.11529111882829636,0.9601855963335321,51.10246753692627
lpips_hi125,T2W,3T,0006,0.06655291414459982,0.9354838158060564,30.235023525246095,0.33693169587516986,0.17710840134393602,0.3025389015674591,0.184413587828531,0.8874878702813508,0.18217884423357567,0.9297082507131305,50.64842772483826
lpips_hi125,T2W,5T,0006,0.06663761463332954,0.9364717665691604,30.26136666192594,0.37399258885276576,0.1782346452985491,0.34131112694740295,0.15576464584948152,0.9054698764072057,0.15787931338383104,0.9417027433395206,50.916234731674194
lpips_hi125,T2W,7T,0006,0.05419571537093682,0.9460916100339516,32.02988270933946,0.288565169113625,0.17578330872550843,0.39558327198028564,0.12135345276686536,0.9133470985976964,0.12833958519094588,0.9557155532201486,50.74273753166199
lpips_hi125,T2FLAIR,0.1T,0006,0.02912381532316143,0.9624889947519518,37.54356671652319,0.24973875898730205,0.17945050436352927,0.2249700427055359,0.044260493100183214,0.943066701754156,0.05781680880655091,0.9664189978311287,50.61803483963013
lpips_hi125,T2FLAIR,1.5T,0006,0.040632681713093144,0.954375546568082,34.52104488976233,0.2013277315305623,0.17854866148933532,0.3303111493587494,0.06002044430691911,0.9121543318022646,0.06502144792948385,0.9455168353435957,50.465200662612915
lpips_hi125,T2FLAIR,3T,0006,0.057752578266061505,0.9443594057876096,31.256586415901502,0.19687966144033908,0.17752789694165427,0.38937345147132874,0.07874077645886235,0.8926628900358586,0.08205620707818972,0.9354128402715335,50.567294120788574
lpips_hi125,T2FLAIR,5T,0006,0.04635311230287602,0.945600981046609,33.438800340798515,0.28549997317135384,0.17830403645833334,0.2911476194858551,0.07299764639996699,0.9016427592182714,0.07871691111282886,0.9438702370188924,51.03499913215637
lpips_hi125,T2FLAIR,7T,0006,0.042882657573560794,0.9413907922458968,34.14479183112026,0.3211906585013395,0.17689138745504712,0.28118905425071716,0.09015149126689788,0.9398909844633546,0.09237968759350482,0.9617604371281876,47.84948945045471
lpips_hi150,T1W,0.1T,0006,0.01883145302856074,0.9840139750548991,41.28331333986721,0.1228086802867215,0.17895314050099206,0.32490625977516174,0.034348797013719845,0.9763143050295143,0.037869197771762834,0.9833066676125524,49.93658757209778
lpips_hi150,T1W,1.5T,0006,0.03945670824070605,0.9599292991100798,34.81867850759867,0.2246619298663077,0.178268311515687,0.34263625741004944,0.06547754767292818,0.9313432164745408,0.06821829196391495,0.9633228376231664,50.71434998512268
lpips_hi150,T1W,3T,0006,0.045723637543448686,0.9508871534116253,33.521458768950644,0.24617191955967868,0.17827981615823413,0.36881428956985474,0.07225480461725302,0.9056972096402649,0.07779740357670654,0.9417403253172798,50.552654504776
lpips_hi150,T1W,5T,0006,0.04577053591140709,0.9483104407451926,33.538132325065064,0.28106116811441434,0.1762512449234251,0.21680988371372223,0.11051984421530262,0.9207879509635699,0.12623987092837038,0.9557129232116024,50.65782141685486
lpips_hi150,T1W,7T,0006,0.05103668672549871,0.9560939725401004,32.5049582861973,0.23903857211678894,0.17551821754092262,0.4615507125854492,0.1079965988557786,0.9316746872263312,0.10780013289712707,0.9665877824224036,50.747113943099976
lpips_hi150,T2W,0.1T,0006,0.02428001069915907,0.9670388067876715,39.15379718301858,0.20619388838242436,0.18609231615823413,0.24345628917217255,0.04515098724283774,0.9401090977915774,0.04782349327095297,0.9695252612559869,51.14695739746094
lpips_hi150,T2W,1.5T,0006,0.03497885050015448,0.9774984375706104,35.80629915642815,0.16530627447666835,0.1782864767407614,0.23601321876049042,0.11346114341686596,0.9327736561404998,0.11663267187984123,0.9593188179484039,50.96364378929138
lpips_hi150,T2W,3T,0006,0.05519600904852917,0.9424856201491513,31.809567732049477,0.24702248750240288,0.1766534230065724,0.2514532804489136,0.1858523327887155,0.8863458179315118,0.1834805358895238,0.9290387822331185,50.78504467010498
lpips_hi150,T2W,5T,0006,0.056976190384481554,0.9443369180145941,31.5885343917627,0.28936062644185595,0.17777809264167907,0.29223546385765076,0.15606688336522317,0.9036392456335043,0.15857349426725675,0.940667046733446,50.78218650817871
lpips_hi150,T2W,7T,0006,0.0473566620784258,0.9528926186468107,33.18761053758181,0.246473273778679,0.17432875860305058,0.3407188951969147,0.11527061312912235,0.9148210599146226,0.1226593665642247,0.9561909285169399,50.9907546043396
lpips_hi150,T2FLAIR,0.1T,0006,0.024196977795054805,0.969576921421515,39.126781974366466,0.17003101305740417,0.17922925192212302,0.18602719902992249,0.0459055472339317,0.9413703545175129,0.058187046132502085,0.9658507448213673,50.84866285324097
lpips_hi150,T2FLAIR,1.5T,0006,0.035140539814031375,0.9549317820069165,35.883950239042704,0.2678841439566588,0.1781156025235615,0.27130910754203796,0.06180971958733394,0.9102967087107723,0.06674697654466091,0.9446222439501665,50.66777682304382
lpips_hi150,T2FLAIR,3T,0006,0.05061997012299316,0.9458682946707612,32.61399436190295,0.25687271415407126,0.1771605960906498,0.32663843035697937,0.07726179147628885,0.8957992108519567,0.08099368304927339,0.9369335129289887,50.91712927818298
lpips_hi150,T2FLAIR,5T,0006,0.03963656730806938,0.9419321347207316,34.85754551941668,0.3555412944877617,0.17792874290829613,0.2393215447664261,0.07410874754107077,0.9001038641878585,0.07991123375706033,0.9427574618931995,50.88792681694031
lpips_hi150,T2FLAIR,7T,0006,0.035824569632496014,0.951450525527643,35.68754136602407,0.242733760282321,0.17646232483878968,0.23257695138454437,0.09006922530489825,0.9399830780132851,0.09278652746686522,0.9618187805652061,51.95050239562988
