method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_inr,ceiling,0.1T,3,0.2295426944276833,0.8868032732737746,0.06541239620025874,0.02062362879042383
ceiling_inr,ceiling,1.5T,3,0.24358729717094954,0.8528157824565735,0.039884923202438874,0.013339291870211701
ceiling_inr,ceiling,3T,3,0.31830828927420385,0.8352698071069727,0.014202865458145213,0.016941770314212054
ceiling_inr,ceiling,5T,3,0.2293118992020813,0.8504689475828209,0.009511936577677502,0.008899430872521881
ceiling_inr,ceiling,7T,3,0.4307404142939752,0.8874954238156266,0.10034762446303605,0.008798433137045805
