method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_inr,ceiling,0.1T,3,0.2534245691008942,0.8559914941514086,0.034204772115633886,0.019104754636099185
ceiling_inr,ceiling,1.5T,3,0.4650576723664222,0.5758970378016196,0.09912376286381126,0.19425419116178805
ceiling_inr,ceiling,3T,3,0.3792158661173204,0.8210598538980366,0.025934611170952124,0.012761734244077255
ceiling_inr,ceiling,5T,3,0.3933543668749639,0.841533355552571,0.025914320347141827,0.012678714219724198
ceiling_inr,ceiling,7T,3,0.35861810058804106,0.8682130445950658,0.04413323916986372,0.011898715376287242
