method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_inr,ceiling,0.1T,3,0.23157261459177106,0.8428990103105466,0.010108736468401129,0.005172349731171003
ceiling_inr,ceiling,1.5T,3,0.288253677426168,0.8413727083286026,0.01832555568370964,0.005682337423616414
ceiling_inr,ceiling,3T,3,0.2921054388374556,0.8155064086508309,0.03324554343519933,0.00979854803228813
ceiling_inr,ceiling,5T,3,0.4241300708258928,0.8728954463541346,0.04172017518911639,0.0066115272678722225
ceiling_inr,ceiling,7T,3,0.5549158363174892,0.8533377727140768,0.25949608954652054,0.017255312212225902
