modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T1W,0.1T_to_7T,7T,0006,ns100,723851.1721858677,666531.7993146519,714032.7582231096,0.38315,0.4202,0.37476,0.37475,0.9208,1.1096
T1W,0.1T_to_7T,7T,0007,ns100,763054.2813053981,578119.8032264917,497434.91620167723,0.45779,0.49592,0.34564,0.34562,0.7576,1.0448
T1W,0.1T_to_7T,7T,0009,ns100,557281.8571642459,228876.7607855027,105526.6012830897,1.39397,1.49215,0.3305,0.33048,0.4107,1.0439
T1W,7T_to_0.1T,0.1T,0006,ns100,3293052.771708385,3477691.098135088,4064236.846109953,0.31447,0.34818,0.31039,0.30783,1.0561,1.2313
T1W,7T_to_0.1T,0.1T,0007,ns100,2539448.0681764903,3103816.5118537117,4172328.7992550493,0.34761,0.3426,0.30128,0.29743,1.2222,1.0132
T1W,7T_to_0.1T,0.1T,0009,ns100,559280.681384125,1259769.8755615277,3038726.1154443105,0.59574,0.7902,0.25726,0.25601,2.2525,0.5109
T1W,1.5T_to_7T,7T,0006,ns100,826063.2328399759,719707.9556077862,714032.7582231096,0.3755,0.47074,0.34903,0.34898,0.8713,1.1649
T1W,1.5T_to_7T,7T,0007,ns100,907953.5257066851,628714.468684984,497434.91620167723,0.54539,0.72506,0.35327,0.35324,0.6925,1.1611
T1W,1.5T_to_7T,7T,0009,ns100,793281.3861505692,269546.26111422427,105526.6012830897,1.84628,2.52869,0.36343,0.36343,0.3398,1.2525
T1W,7T_to_1.5T,1.5T,0006,ns100,1498457.307532856,1773911.657931255,2278349.510741159,0.31702,0.28243,0.27978,0.27794,1.1838,1.2313
T1W,7T_to_1.5T,1.5T,0007,ns100,1205154.192489328,1646423.478698647,2481928.582217498,0.39855,0.39275,0.30618,0.30297,1.3662,1.0132
T1W,7T_to_1.5T,1.5T,0009,ns100,273193.46098929766,770894.2309802172,2347655.3011132665,0.67796,0.83357,0.27095,0.26945,2.8218,0.5109
T2W,0.1T_to_7T,7T,0006,ns100,1577960.5907912098,1308553.6635702907,1244475.9123391546,0.40619,0.42952,0.35782,0.35766,0.8293,1.0403
T2W,0.1T_to_7T,7T,0007,ns100,1057409.2549267465,810367.0833364049,706741.0565468612,0.45047,0.36194,0.34822,0.34821,0.7664,0.8471
T2W,0.1T_to_7T,7T,0009,ns100,947314.1807769036,874068.4015523748,870119.0455511197,0.28221,0.28501,0.27043,0.27037,0.9227,0.8364
