modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2FLAIR,3T_to_7T,7T,0009,production,1379080.510338687,753503.968620865,421776.31009726715,0.83468,1.32844,0.15456,0.15455,0.5464,1.2761
T2FLAIR,5T_to_0.1T,0.1T,0006,production,3937043.242468853,2943293.5457122116,2259008.3832891113,0.37012,0.36711,0.1611,0.16097,0.7476,0.9975
T2FLAIR,5T_to_0.1T,0.1T,0007,production,5388369.993532739,3688080.632353164,2660831.9270433867,0.50294,0.67668,0.22651,0.22651,0.6845,1.1325
T2FLAIR,5T_to_0.1T,0.1T,0009,production,4370519.52725613,3925754.6795303477,3579186.2731723343,0.16564,0.29485,0.12161,0.1216,0.8982,1.1413
T2FLAIR,5T_to_1.5T,1.5T,0006,production,3320783.6354530007,3486714.028541612,3704485.241900683,0.1183,0.11928,0.10842,0.10842,1.05,0.9975
T2FLAIR,5T_to_1.5T,1.5T,0007,production,4642252.719811372,3323840.9798084684,2403060.007326249,0.40678,0.58722,0.09825,0.09825,0.716,1.1325
T2FLAIR,5T_to_1.5T,1.5T,0009,production,3759584.049802369,3671009.641622677,3614964.803524517,0.09486,0.19154,0.09177,0.09176,0.9764,1.1413
T2FLAIR,5T_to_3T,3T,0006,production,1978821.4405610522,2498245.452965001,3201802.1028532293,0.23981,0.24153,0.12217,0.12217,1.2625,0.9975
T2FLAIR,5T_to_3T,3T,0007,production,2824358.464745625,3358245.121306869,4039395.2516535604,0.19094,0.11707,0.10711,0.1071,1.189,1.1325
T2FLAIR,5T_to_3T,3T,0009,production,2288063.1064173584,2573019.279276098,2922789.7148233815,0.14891,0.10126,0.10017,0.10016,1.1245,1.1413
T2FLAIR,5T_to_7T,7T,0006,production,1078809.0942255259,860709.6557685244,717328.423282181,0.32274,0.32035,0.20663,0.20662,0.7978,0.9975
T2FLAIR,5T_to_7T,7T,0007,production,1588400.6581177814,761983.58105211,382671.7109971353,1.08092,1.34675,0.21161,0.2116,0.4797,1.1325
T2FLAIR,5T_to_7T,7T,0009,production,1296010.7134508723,730560.0218481825,421776.31009726715,0.78009,1.02409,0.15367,0.15366,0.5637,1.1413
T2FLAIR,7T_to_0.1T,0.1T,0006,production,2864742.26135757,2475873.136395809,2259008.3832891113,0.27594,0.25519,0.22973,0.22903,0.8643,0.9629
