method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T1W,0.1T_to_7T,1,0.23984741116894664,0.8160816950690168,0.2712999552488327,0.0,0.0,0.0
adhoc,T1W,7T_to_0.1T,1,0.1668828174277633,0.8398775674261043,0.21093929409980774,0.0,0.0,0.0
adhoc,T1W,1.5T_to_5T,1,0.43162259228101824,0.8592907750168588,0.18675050139427185,0.0,0.0,0.0
