method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2W,0.1T_to_7T,1,0.38060812658348314,0.8135580981527507,0.26014676640431084,0.0,0.0,0.0
adhoc,T2W,7T_to_0.1T,1,0.1539687466211596,0.8466693503592033,0.1733106295267741,0.0,0.0,0.0
adhoc,T2W,1.5T_to_5T,1,0.3535883550984429,0.7578551268539884,0.167097636560599,0.0,0.0,0.0
