method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2W,0.1T_to_7T,1,0.5245825213360118,0.7611880292076761,0.2924414704243342,0.0,0.0,0.0
adhoc,T2W,7T_to_0.1T,1,0.1619757164871901,0.8414824754790353,0.18590880632400514,0.0,0.0,0.0
adhoc,T2W,1.5T_to_5T,1,0.340482050740255,0.727550002351693,0.1673829014102618,0.0,0.0,0.0
