method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2FLAIR,0.1T_to_7T,1,0.3476171241300545,0.8418122350243978,0.24712238361438116,0.0,0.0,0.0
adhoc,T2FLAIR,7T_to_0.1T,1,0.40144204513202925,0.8035000313600212,0.16739583363135654,0.0,0.0,0.0
adhoc,T2FLAIR,1.5T_to_5T,1,0.17191385585090102,0.8371171726012591,0.1560651957988739,0.0,0.0,0.0
