method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_lpips,ceiling,0.1T,3,0.046896041282656474,0.9725222926221861,0.0060583374161108944,0.008321717411786127
ceiling_lpips,ceiling,1.5T,3,0.10041073330232662,0.966310627288964,0.006171605063234069,0.0021641465857911704
ceiling_lpips,ceiling,3T,3,0.1490143383522097,0.9423572402504159,0.009538163383004937,0.004092275264569098
ceiling_lpips,ceiling,5T,3,0.15586089959792773,0.9507836011599045,0.005653002823061197,0.004711750069476092
ceiling_lpips,ceiling,7T,3,0.1264856013982202,0.9657924504777178,0.01976951453569631,0.005102579585835219
