method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_vectorized,ceiling,0.1T,3,0.04931901634727079,0.9705657848731745,0.006108955575784216,0.008800642549595833
ceiling_vectorized,ceiling,1.5T,3,0.10751654920659116,0.9615423002179009,0.007301866084009946,0.0026280148751044196
ceiling_vectorized,ceiling,3T,3,0.1595113420709574,0.9323949776614117,0.011131331849535582,0.004820496387294973
ceiling_vectorized,ceiling,5T,3,0.16469763534763124,0.9418496943673227,0.005499387910271252,0.005676244794209966
ceiling_vectorized,ceiling,7T,3,0.1330131218494055,0.9603685465652537,0.01962071784754366,0.006214584055991426
