method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_lpips,ceiling,0.1T,3,0.046511610070437796,0.9707302515515824,0.00621648719218665,0.006687958360494171
ceiling_lpips,ceiling,1.5T,3,0.05436166392420056,0.9597606494839699,0.003932033099798605,0.005836816403300759
ceiling_lpips,ceiling,3T,3,0.13577360210583503,0.9116475516244914,0.012937011464601439,0.013126281609864962
ceiling_lpips,ceiling,5T,3,0.07222709595489053,0.9463640014477542,0.0026549788084399765,0.004705532000131786
ceiling_lpips,ceiling,7T,3,0.07735526852192964,0.9758198366193813,0.0051952985298625975,0.005057229985627758
