method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T1W,0.1T_to_7T,1,0.24196936450166023,0.8145159574555599,0.2661818116903305,0.0,0.0,0.0
adhoc,T1W,7T_to_0.1T,1,0.18150266546379784,0.8252324241238868,0.2004788155357043,0.0,0.0,0.0
adhoc,T1W,1.5T_to_5T,1,0.330637236015401,0.8646525327718122,0.1960577756166458,0.0,0.0,0.0
