method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2FLAIR,0.1T_to_7T,1,0.7623750362244945,0.6655740904290359,0.3781208783388138,0.0,0.0,0.0
adhoc,T2FLAIR,7T_to_0.1T,1,0.35750749934959203,0.699184092787124,0.21713696122169496,0.0,0.0,0.0
adhoc,T2FLAIR,1.5T_to_5T,1,0.2919151945269406,0.7549639885565465,0.2654615372419357,0.0,0.0,0.0
