method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2W,0.1T_to_7T,1,0.44003754567978226,0.7934630893716039,0.2720511794090271,0.0,0.0,0.0
adhoc,T2W,7T_to_0.1T,1,0.18039299143000964,0.8286666607613248,0.20352899928887686,0.0,0.0,0.0
adhoc,T2W,1.5T_to_5T,1,0.358356492852829,0.6331859969422673,0.17178928752740225,0.0,0.0,0.0
