method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T1W,0.1T_to_7T,1,0.2897011634945712,0.7923982553168673,0.26071808983882266,0.0,0.0,0.0
adhoc,T1W,7T_to_0.1T,1,0.9298634807680363,0.5530933656662689,0.3914498349030813,0.0,0.0,0.0
adhoc,T1W,1.5T_to_5T,1,0.22932800346643195,0.8489416715092983,0.21554534484942753,0.0,0.0,0.0
