method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2W,0.1T_to_7T,1,0.6299321329238459,0.6591815594946462,0.3407992502053579,0.0,0.0,0.0
adhoc,T2W,7T_to_0.1T,1,0.21920398756705525,0.774643559460225,0.28991795678933463,0.0,0.0,0.0
adhoc,T2W,1.5T_to_5T,1,0.3933338636739499,0.4556708454675685,0.23144934922456742,0.0,0.0,0.0
