method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2FLAIR,0.1T_to_7T,1,0.3511819111681217,0.8402950860923579,0.2512435590227445,0.0,0.0,0.0
adhoc,T2FLAIR,7T_to_0.1T,1,0.3314812336521931,0.8039491230052191,0.1568574090798696,0.0,0.0,0.0
adhoc,T2FLAIR,1.5T_to_5T,1,0.1953353552261425,0.8258159137019888,0.1714665934443474,0.0,0.0,0.0
