method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T2FLAIR,0.1T_to_7T,1,0.29453358010698577,0.8575903200927848,0.2386452481150627,0.0,0.0,0.0
adhoc,T2FLAIR,7T_to_0.1T,1,0.35590336479637763,0.8022069995241242,0.1627282241980235,0.0,0.0,0.0
adhoc,T2FLAIR,1.5T_to_5T,1,0.17792462838767686,0.8339643412430809,0.15184813290834426,0.0,0.0,0.0
