method,modality,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
adhoc,T1W,0.1T_to_7T,1,0.23969636383621923,0.8152411995758645,0.2695613712072372,0.0,0.0,0.0
adhoc,T1W,7T_to_0.1T,1,0.16215476084151098,0.8447794199660937,0.21111387759447098,0.0,0.0,0.0
adhoc,T1W,1.5T_to_5T,1,0.4458527996445224,0.8545387862621897,0.1901503418882688,0.0,0.0,0.0
