method,task,pair,n_subjects,nrmse_mean,ssim_mean,lpips_mean,nrmse_std,ssim_std,lpips_std
mmfm_v2,task3,0.1T_to_1.5T,3,0.19856181214839083,0.9239224866106605,0.10864902679702926,0.04734757428260585,0.0008376344040793755,0.009130226543509284
mmfm_v2,task3,0.1T_to_3T,3,0.2251642859700896,0.8965765203268504,0.13744415717781333,0.030377265439752953,0.011607189151331724,0.009188576277436456
mmfm_v2,task3,0.1T_to_5T,3,0.4964289830751432,0.9160054722575017,0.14493063667311132,0.08980040021870063,0.010455833619542663,0.013417659450705529
mmfm_v2,task3,0.1T_to_7T,3,0.7619441043995415,0.8861330782338207,0.14026154184652273,0.46549917561007476,0.00655131723865637,0.004426084404874452
mmfm_v2,task3,1.5T_to_0.1T,3,0.1979898059444427,0.927273015975994,0.07753414987003775,0.05559000110012836,0.008651918165238932,0.002968289953588968
mmfm_v2,task3,1.5T_to_3T,3,0.2144182755685294,0.9131707815492806,0.09733878940185821,0.06784564237764727,0.006732109244513417,0.0024745924512482283
mmfm_v2,task3,1.5T_to_5T,3,0.6487474895317056,0.9119764305900055,0.10455749749684674,0.07837794557139292,0.008521868159944924,0.009731421977709494
mmfm_v2,task3,1.5T_to_7T,3,0.9398257437366828,0.8821356045588651,0.1135982825580298,0.6642820470920935,0.025633331270322596,0.01493633922589195
mmfm_v2,task3,3T_to_0.1T,3,0.19195142007312108,0.9318960132905945,0.07638854295405968,0.04304119822632675,0.011797681349840201,0.008958825447509585
mmfm_v2,task3,3T_to_1.5T,3,0.1725515685325036,0.9405842676350592,0.06573866115374827,0.049570844386454586,0.0034880434110867763,0.010390575349601052
mmfm_v2,task3,3T_to_5T,3,0.5403401823345627,0.9264949823502974,0.08757124965695036,0.07906391486938111,0.006944622965368874,0.006610301290932669
mmfm_v2,task3,3T_to_7T,3,0.8626597699684533,0.8958015828984762,0.0936121132696708,0.6860463980035025,0.029229353620527625,0.016037099846111073
mmfm_v2,task3,5T_to_0.1T,3,0.3334190474440517,0.9168697449181705,0.0898563613076388,0.04049509901078019,0.010544164154993974,0.013354999146997084
mmfm_v2,task3,5T_to_1.5T,3,0.41196596834184324,0.9123153751192413,0.07707556424504218,0.028810266940668922,0.011298427781126039,0.008760486584731381
mmfm_v2,task3,5T_to_3T,3,0.40738660364735874,0.9005315075618077,0.07324095041369333,0.06018660185936319,0.01089697247304827,0.0049755716989859505
mmfm_v2,task3,5T_to_7T,3,0.5263061387955646,0.9155783641118935,0.06996032152152504,0.22472141730769968,0.0018547897126719355,0.005135732133404145
mmfm_v2,task3,7T_to_0.1T,3,0.42270623640028554,0.8834585959537061,0.10241451275397201,0.12510188344282336,0.013860705098375429,0.003336718896267766
mmfm_v2,task3,7T_to_1.5T,3,0.4743798875294516,0.8826055417949558,0.11114951054351237,0.15634676341663323,0.035206718510735056,0.016108141686594763
mmfm_v2,task3,7T_to_3T,3,0.47156728149682964,0.8712618957309858,0.11321316320040735,0.18008102064316753,0.044345263192105674,0.01080141514006263
mmfm_v2,task3,7T_to_5T,3,0.4508769408030739,0.9136151477047747,0.10320905517380273,0.032539868996555005,0.010553357721376416,0.009829053002228957
