method,task,field,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
ceiling_inr_fit60,ceiling,0.1T,3,0.21750796693515642,0.8498399153307014,0.010677848885616249,0.005173694519327127
ceiling_inr_fit60,ceiling,1.5T,3,0.2763080548818084,0.8465206786308054,0.018469853066308696,0.005463878649519723
ceiling_inr_fit60,ceiling,3T,3,0.28531903793200714,0.8196117389182729,0.03047104865627642,0.009984539932526047
ceiling_inr_fit60,ceiling,5T,3,0.4274747678525039,0.8760143405274935,0.0427270712438467,0.0063993142283792605
ceiling_inr_fit60,ceiling,7T,3,0.5508862296614643,0.8579029364169063,0.26982881248054064,0.016128406058509126
