method,task,pair,region,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
scaled_identity_srclevel,task3,0.1T_to_1.5T,slab_z150_180,3,0.27591326564682855,0.8534754300890728,0.03692025855067534,0.011441355672076731
scaled_identity_srclevel,task3,0.1T_to_3T,slab_z150_180,3,0.30387862780872094,0.8222431933127611,0.028802760312191547,0.013683213314678474
scaled_identity_srclevel,task3,0.1T_to_5T,slab_z150_180,3,0.31731267012924563,0.8408473536383047,0.001542160117438295,0.006566259178037863
scaled_identity_srclevel,task3,0.1T_to_7T,slab_z150_180,3,0.32368575984805487,0.8486438751321931,0.11262204680057639,0.02544281094747661
scaled_identity_srclevel,task3,1.5T_to_0.1T,slab_z150_180,3,0.3161173304475358,0.8058213464966798,0.042353487273915295,0.007765905387004682
scaled_identity_srclevel,task3,1.5T_to_3T,slab_z150_180,3,0.2174408745959531,0.8826988979538233,0.023871775957213747,0.0034418773812189035
scaled_identity_srclevel,task3,1.5T_to_5T,slab_z150_180,3,0.22750711099825416,0.8955367965280795,0.013074674055526809,0.0032557752049024065
scaled_identity_srclevel,task3,1.5T_to_7T,slab_z150_180,3,0.29418040004609486,0.8904951930162303,0.10253712547118528,0.010560226738474891
scaled_identity_srclevel,task3,3T_to_0.1T,slab_z150_180,3,0.34849801858800683,0.7719270190085351,0.029857304108607693,0.007600480386902455
scaled_identity_srclevel,task3,3T_to_1.5T,slab_z150_180,3,0.22301023061946715,0.8778829728075417,0.03180469022456432,0.010389410684344763
scaled_identity_srclevel,task3,3T_to_5T,slab_z150_180,3,0.1592237218176393,0.946692332670516,0.021595463802677028,0.0044575398719906185
scaled_identity_srclevel,task3,3T_to_7T,slab_z150_180,3,0.3000047254240669,0.9058763662445033,0.12984630320302715,0.028688820131333028
scaled_identity_srclevel,task3,5T_to_0.1T,slab_z150_180,3,0.35867691902374155,0.792622268248711,0.037780928547577364,0.006172307709528816
scaled_identity_srclevel,task3,5T_to_1.5T,slab_z150_180,3,0.22519961126341595,0.8922660191239268,0.0125645983116272,0.004255349744571716
scaled_identity_srclevel,task3,5T_to_3T,slab_z150_180,3,0.14881283790084449,0.9474143291182747,0.022862646268073897,0.005884266442309244
scaled_identity_srclevel,task3,5T_to_7T,slab_z150_180,3,0.29164089784345143,0.9256786493315614,0.14368594932753695,0.025638581188714222
scaled_identity_srclevel,task3,7T_to_0.1T,slab_z150_180,3,0.28840256107160295,0.8234647383312791,0.0552701959492834,0.017168775634016135
scaled_identity_srclevel,task3,7T_to_1.5T,slab_z150_180,3,0.1991177564284633,0.9087976732401212,0.017278337903261727,0.0038495358564992746
scaled_identity_srclevel,task3,7T_to_3T,slab_z150_180,3,0.20603093037484066,0.9242596581527298,0.021586654326059235,0.007756109316927226
scaled_identity_srclevel,task3,7T_to_5T,slab_z150_180,3,0.199076464355618,0.9430249459726214,0.025877465923541662,0.007686950534959157
