method,task,pair,region,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
scaled_identity_loo,task3,0.1T_to_1.5T,slab_z150_180,3,0.33847480338986263,0.8472032442739553,0.08715954084946471,0.01706089173129438
scaled_identity_loo,task3,0.1T_to_3T,slab_z150_180,3,0.360934094961525,0.8174232322122098,0.07570687067574429,0.016232757943154676
scaled_identity_loo,task3,0.1T_to_5T,slab_z150_180,3,0.32861452647527667,0.8407846224441462,0.02369685342186456,0.008914246993504097
scaled_identity_loo,task3,0.1T_to_7T,slab_z150_180,3,0.27053301966002413,0.8580675921245291,0.04539368950368705,0.015426304375551035
scaled_identity_loo,task3,1.5T_to_0.1T,slab_z150_180,3,0.3274367598900118,0.8061765890980372,0.06647844053417064,0.011131324753475863
scaled_identity_loo,task3,1.5T_to_3T,slab_z150_180,3,0.21266182119156116,0.882908983951329,0.01521106148256635,0.0032398340616031215
scaled_identity_loo,task3,1.5T_to_5T,slab_z150_180,3,0.23867128108027488,0.8937757837819458,0.015089221839294334,0.002400559047680085
scaled_identity_loo,task3,1.5T_to_7T,slab_z150_180,3,0.3314415986936033,0.8845672081899888,0.12031509431951057,0.013483226193064041
scaled_identity_loo,task3,3T_to_0.1T,slab_z150_180,3,0.34552022052221476,0.77692582598772,0.044139471009086044,0.008473840538945806
scaled_identity_loo,task3,3T_to_1.5T,slab_z150_180,3,0.21210460263657327,0.881329654828404,0.016072031873037528,0.005490077738803248
scaled_identity_loo,task3,3T_to_5T,slab_z150_180,3,0.18087006520523655,0.9446603213878072,0.03801727533040858,0.004100483573264293
scaled_identity_loo,task3,3T_to_7T,slab_z150_180,3,0.31801265915244437,0.9044385387814948,0.11939961123630768,0.026146452832030247
scaled_identity_loo,task3,5T_to_0.1T,slab_z150_180,3,0.3318265614665508,0.7989909713807086,0.030210262022033387,0.00865912735359271
scaled_identity_loo,task3,5T_to_1.5T,slab_z150_180,3,0.23995694776491883,0.8914308471154383,0.0205562588213215,0.005456819113493415
scaled_identity_loo,task3,5T_to_3T,slab_z150_180,3,0.18276619163843869,0.94391199181718,0.04166751644922532,0.004330823833820109
scaled_identity_loo,task3,5T_to_7T,slab_z150_180,3,0.29955739661576586,0.9272594227217265,0.1232589588577213,0.024559017855762137
scaled_identity_loo,task3,7T_to_0.1T,slab_z150_180,3,0.25933869087400674,0.8263632044893532,0.03507213141118886,0.01126567742150852
scaled_identity_loo,task3,7T_to_1.5T,slab_z150_180,3,0.3305074431651162,0.8885977048256749,0.09287985454429107,0.011422926458211156
scaled_identity_loo,task3,7T_to_3T,slab_z150_180,3,0.3119572297253656,0.9106334689113709,0.10116931972348248,0.023553669758949108
scaled_identity_loo,task3,7T_to_5T,slab_z150_180,3,0.27958760968628765,0.9319851977665371,0.05401129139234701,0.020178371044852195
