method,task,pair,region,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
scaled_identity_oracle,task3,0.1T_to_1.5T,slab_z150_180,3,0.1193305096387215,0.8865527966985347,0.01209825649629304,0.0027693195161573024
scaled_identity_oracle,task3,0.1T_to_3T,slab_z150_180,3,0.10971132114573046,0.8601266096774213,0.006763427518724168,0.015032046475049233
scaled_identity_oracle,task3,0.1T_to_5T,slab_z150_180,3,0.15182709761439248,0.8894090039491411,0.0051334862568941245,0.010091928990970543
scaled_identity_oracle,task3,0.1T_to_7T,slab_z150_180,3,0.2409035823558289,0.8696538764023308,0.022413363878046967,0.025026640542764024
scaled_identity_oracle,task3,1.5T_to_0.1T,slab_z150_180,3,0.11933050965115916,0.8923158158946248,0.012098256509873435,0.008220483479412084
scaled_identity_oracle,task3,1.5T_to_3T,slab_z150_180,3,0.10342070813447886,0.9043318225942393,0.0032638980304396854,0.005686399848618353
scaled_identity_oracle,task3,1.5T_to_5T,slab_z150_180,3,0.13595241197050167,0.9214592847180808,0.0019496096925591835,0.0038654173504675464
scaled_identity_oracle,task3,1.5T_to_7T,slab_z150_180,3,0.2403121338025774,0.8892402255081908,0.028313857880986188,0.011882634170423487
scaled_identity_oracle,task3,3T_to_0.1T,slab_z150_180,3,0.10971132114799746,0.8634129763170937,0.0067634275051597,0.018195025118047988
scaled_identity_oracle,task3,3T_to_1.5T,slab_z150_180,3,0.10342070812075653,0.9016362795632086,0.003263898027713225,0.008724181601816183
scaled_identity_oracle,task3,3T_to_5T,slab_z150_180,3,0.1058485860081524,0.9487568978218102,0.005687825780021584,0.001242586427731537
scaled_identity_oracle,task3,3T_to_7T,slab_z150_180,3,0.20790954852581053,0.9238004304169815,0.03174694277944288,0.003961574712364424
scaled_identity_oracle,task3,5T_to_0.1T,slab_z150_180,3,0.15182709761091717,0.8241924515938482,0.0051334862500173216,0.01571707553771822
scaled_identity_oracle,task3,5T_to_1.5T,slab_z150_180,3,0.13595241196019262,0.8669189153419913,0.0019496096667649544,0.010719007456529355
scaled_identity_oracle,task3,5T_to_3T,slab_z150_180,3,0.10584858601511071,0.9101382692649144,0.0056878257925341656,0.004095149748469363
scaled_identity_oracle,task3,5T_to_7T,slab_z150_180,3,0.1947376365249784,0.9264353100632783,0.029868647416063855,0.003950887361864206
scaled_identity_oracle,task3,7T_to_0.1T,slab_z150_180,3,0.24090358233551634,0.7959219475584024,0.022413363845999023,0.008122210935759277
scaled_identity_oracle,task3,7T_to_1.5T,slab_z150_180,3,0.24031213379349017,0.8202455752304316,0.028313857889052815,0.02640227009330499
scaled_identity_oracle,task3,7T_to_3T,slab_z150_180,3,0.20790954854385366,0.8739124393770563,0.031746942805713045,0.026627339342087792
scaled_identity_oracle,task3,7T_to_5T,slab_z150_180,3,0.1947376365205552,0.9164344919634915,0.02986864742054349,0.02175555820534076
