method,task,pair,region,n_subjects,nrmse_mean,ssim_mean,nrmse_std,ssim_std
scaled_identity_oracle,task3,0.1T_to_1.5T,slab_z150_180,3,0.26935723505570014,0.8536762922152898,0.031825863066345696,0.011187550470702088
scaled_identity_oracle,task3,0.1T_to_3T,slab_z150_180,3,0.2993464316807026,0.822282398182944,0.02511584862149139,0.013934049899499616
scaled_identity_oracle,task3,0.1T_to_5T,slab_z150_180,3,0.3055202747737908,0.8422204535543466,0.009932009554463274,0.008582667289879779
scaled_identity_oracle,task3,0.1T_to_7T,slab_z150_180,3,0.2389061841510808,0.8632423010346608,0.03692100434635665,0.012221389600529148
scaled_identity_oracle,task3,1.5T_to_0.1T,slab_z150_180,3,0.26935723505337344,0.814077289644926,0.031825863073402044,0.008232592488508548
scaled_identity_oracle,task3,1.5T_to_3T,slab_z150_180,3,0.2095952353136101,0.8830103349046688,0.01732714744935697,0.00340279385126729
scaled_identity_oracle,task3,1.5T_to_5T,slab_z150_180,3,0.21367888811100685,0.8975716352058067,0.000209613550711541,0.0005724088592666835
scaled_identity_oracle,task3,1.5T_to_7T,slab_z150_180,3,0.19004906084523718,0.9049591415582237,0.012746585905747121,0.007635848578237754
scaled_identity_oracle,task3,3T_to_0.1T,slab_z150_180,3,0.2993464316970034,0.7827780695910992,0.025115848641145314,0.015773065654978366
scaled_identity_oracle,task3,3T_to_1.5T,slab_z150_180,3,0.20959523531199017,0.8815895125554101,0.01732714743568869,0.005035913048121155
scaled_identity_oracle,task3,3T_to_5T,slab_z150_180,3,0.13938272342919064,0.9485836821990684,0.013475856911430656,0.007981304493823891
scaled_identity_oracle,task3,3T_to_7T,slab_z150_180,3,0.19938960025346883,0.9224070031103088,0.02380724552682822,0.0047262906220148695
scaled_identity_oracle,task3,5T_to_0.1T,slab_z150_180,3,0.3055202747812718,0.8005533408358967,0.0099320095844395,0.006257376279598119
scaled_identity_oracle,task3,5T_to_1.5T,slab_z150_180,3,0.21367888814011424,0.8946204031102781,0.00020961353622192996,0.0027424491456095766
scaled_identity_oracle,task3,5T_to_3T,slab_z150_180,3,0.1393827234060492,0.9477723680629709,0.013475856885281703,0.006505516948970507
scaled_identity_oracle,task3,5T_to_7T,slab_z150_180,3,0.1801827960396838,0.9417450790415739,0.037861296823670246,0.004547776979960749
scaled_identity_oracle,task3,7T_to_0.1T,slab_z150_180,3,0.23890618415281506,0.8299248427840128,0.03692100436890646,0.015103402478095744
scaled_identity_oracle,task3,7T_to_1.5T,slab_z150_180,3,0.19004906078906592,0.9095811044886094,0.012746585920119178,0.0033345552705814317
scaled_identity_oracle,task3,7T_to_3T,slab_z150_180,3,0.1993896002307609,0.9250075076744831,0.02380724553621129,0.008117887955910915
scaled_identity_oracle,task3,7T_to_5T,slab_z150_180,3,0.18018279600991213,0.9450526200429347,0.0378612968001972,0.008006024762227974
